idx,Score,Text
2580,Negative,"Nimaga basharasini bekityapsizlar yo topolmadilaring
mu u iflosni"
2581,Negative,"Uzini basharasiga shunaka tepinlar iflosni, uzing tenginga shunaka kil, dabdalayni chikaradi, shularam ugil bolami"
2582,Neutral,"Basharasini kursating, boshkalarga dars bulsin. Maxallada xam ota onasini chakirib, fukarolar oldida kimligini kursatish kerak"
2583,Negative,".Bu xayvon balo yeb yuribdimi kech soat 19:00 da, bu tarbiyasizni ota - onasi kayerga karayapti????
""Shuningdek, boʻlib oʻtgan hodisa maktab rahbariyati ishtirokida ham muhokama etilgan"".
Bu xayvon oilasida tarbiya olmagan bulsa, maktabning aybi nimada???? Maktab taʼlim beradigan joy, tarbiya emas. Tarbiya uyda beriladi"
2584,Negative,"Bu juja xurozlarnixam kuz oldida otasini betiga tepib kursatish kerak.
Ushanda kuramiz kanaka reaksiya berishini."
2585,Negative,"Nega basharasini berkitib k,úyishibdi, bularni turk,tri xammaga kursatish kerak. Xamma bilsin, tanisin, kúchada uchrab k,olganda basharasiga tuflash uchun. ʼ"
2586,Negative,IIBda oʻziniyam huddi shunday tepishgan deb umid qilamiz
2587,Negative,Allox jazoingni bersin sharafsiz tuf sanga tarbiya berganlargaxam tuf
2588,Negative,Otasini xam shunaka kilib tepish k-k
2589,Negative,Valati zinodan bulgan beraximlar
2590,Negative,Tug'ilmasdan dushlarda oqib ketsen bo'masmidi
2591,Neutral,Bu be tarbiyalani yuzini ne bekitasla ota onasiniyam qoshib korsatish kk bunaqalani
2592,Negative,"Bir oy obodonlashtiris
h ishlariga va uch oy ahloq tuzatishga kalonnasiga va har biriga 10 milliondan jarima va otaxondan uzr soʻrab bir oy xizmatini qilsin va har biriga oʻnta diniy odob ahloq kitobini oʻqish va milliy psixolog ga koʻrinish..."
2593,Negative,"Xov nega bu voxщiylarni yuzini berkitaslar, Naoborot xammaga korsatish kerak, na fakat bularni, ota onalarini xam gorsatish kerak, toki boshkalarga ornak bolsin."
2594,Negative,"Yuzini ochinglar bu iflosni,hamma körsin!!"
2595,Negative,"Ataylab uzini ximoya kilolmaydigan insonni tepgan, shuning uchun u bolani zaif, nomard va kurkok deb bilamiz."
2596,Negative,"Ming lanat bunaqa betarbiyalarga.
Oilada tarbiya omagan bolani maktab ham to‘g‘irlashi qiyin. Ota-onasi chora olishi kk qattiq. Bola tug‘ilganda betarbiya bo‘lib tug‘ilmaydi. O‘zi tarbiyaga muhtoj ota-onalar ko‘payib bormoqda bugun"
2597,Negative,"Shu odamni yoshiga yetarmikin bu ketishda, Astagfurullah"
2598,Neutral,"Tik toker bo'lmasa nima uchun bunday qilgan, sababi bormi"
2599,Neutral,Keksa odamni o'g'illari bo'lsa uchrashtirib qo'yila
2600,Neutral,"Jiddiyroq chora ko'rilsin, uzr bilan qutilmasin..."
2601,Negative,Yuzini ochish kerak. Xamma kursin bu maxluklarni. Padaringa ming lanat.
2602,Negative,"Bu bola birinchi urinda ota ona tomonidan vaktida e’tibor, tarbiya olmagani sabab, oila muxiti yaxshi bulmagani va ruxiy shikast mavjudligi bois ushbu razillik, bemexrlik, shavkatsizlik, manmanlik xarakteri shakllanib oxir okibat ayanchli xolat yuz berishiga sabab bulgan, ming afsus. Shuning uchun ushbu noxush xolatdan xar birimiz farzandlarimiz tarbiyasida vaktida tugri, anik va adolatli xulosa kilib oilamizga bulgan e’tiborimizni, muxabbatimizni,
mexrimizni yanada kuchaytirishimiz oshirishimiz kerak!
Allox xamisha oilamizni jamiyatimizni xak yulda kilsin!"
2603,Negative,"Nimaga bu xaromilarni basharasini ko'rsatgani qo'rqasizlar? Biror domla ishdan ketsa uyalmasdan ularni yuzini ko'rsatasizlark
u. Yo bular shunaqa nozik insonlarmi?"
2604,Negative,Nomard zoʻr boʻsen oʻzing tengi ni topib Tyoa oʻgʻil bola
2605,Negative,"Nega yuzini yopib qoʻydila, bunaqa marazlarni xalq tanisin"
2606,Neutral,Kaytar dunyo shu tepkan odami yoshiga yetkanda uzigayam kemdur shunaka kiganda afsus kech buladi
2607,Neutral,"Yoshlarimizning tarbiyasi buzilib ketgan! Xar bir rivojlanishning orka tomonida deymizmi, yonidami, inikosimi, natijasimi, xullas maʼnosi bitta! Juda katta yukotish, orkaga kaytish, salbiy xolatlar turibdi!
Dastavval,
video~kompyuter
~telefon . Bularning bori yaxshi, salbiy taʼsiri xam yuk emas.
Yoshligimizda yoshi katta odamlarning oldiga borolmasdik, shuni anik eslayman. Agar notugri fikr yozgan bulsam uzr."
2608,Negative,"K...ga ishtoni yechib tfurishkerak,una
ka Padar bolani"
2609,Neutral,Kechirim soraydi vassalom.
2610,Negative,Basharasini kursatish kerey bunaka g…larni
2611,Negative,Sanlaniyam qariganinda tepib oyoni tegiga ob tawawsin
2612,Negative,Butыlkaga utkizish kerey bunakalani
2613,Negative,"Xozirdan katʼiy jazo chorasi kullanilmasa, ertaga shtraf bilan kutilib shakalga uxshab kulib yuradi bu itvachchalar! Tepki yegan odamni bolalariga kuyib berish kerak, ota - onasini kuzini oldida bir tepkilashinchi, nima bular ekan"
2614,Negative,Itlarning ota onasi xam javob bersin
2615,Neutral,"Qattiq jazolash kerak bu bolalarni, nafratim ichimga sigʻmay keyapti, bekor koʻribman shu vidioni."
2616,Negative,"Isroil Axmedov Bu itni bolasi emas, bu kutni bolasi.))"
2617,Neutral,Qoziq kerak boʻlsa menda bor!
2618,Negative,"Bu valadizinolarni
yuzini kursatib sharmanda kilish kerak, bu ifloslar deb ota onasini yuzi shuvit buldi."
2619,Negative,"Yuzini ku'rsatishmesanm
i ,bu iskirtlarni"
2620,Negative,"Xaromidan tarkagan marazlar,iflosl
ar!!!!"
2621,Negative,"Bu ifloslani yuzini kursatish kere, kanaka oilada tarbiya topgan, oyeklaring sinsin, u odami farzandlari uldirib kuymabtmde"
2622,Neutral,Qattiq jazo berilishini talab qilamiz.
2623,Neutral,Allah kar etsin inşallah
2624,Negative,It bachalar
2625,Neutral,"Tik - deb chap qulogʻiga, tok - deb oʻng qulogʻiga yaxshilab qoʻyish kerak…"
2626,Negative,"Bunaka bola tugib.tarbiyalag
an otaonaga ming.laʼnat"
2627,Negative,"Nimasi yigit,laʼnati kimligi maʼlum boʻldi deng."
2628,Negative,Shishaga u utistirish garak
2629,Negative,"Padariga la’nat. Ochinglar yuzini. Bulardan tashkari, bu ishni kilib, videoga olib, kimga otchyot berganlarni xam aniklab jazolash kerak!!! Axmok bekorxujalar, tarbiyasiz!!!!"
2630,Neutral,"Vijr vijr ga nima bor bu yuzsizlarga
Jazolash kerak!"
2631,Neutral,"5 yilga kamash kerak...sud kilib xalkka kursatish zarur...boshka tik tok jinnilariga urnak bulsin...umuman
olganda Tik tokni bloklash kerak Uzbekistonda"
2632,Neutral,"""Yoshi katta insonlarni hurmat qilmagan millat fojeaga yuz tutadi!""
Ushbu soʻzlarni qizdirib badaniga yozib qoʻyish kerak! Toki umrini oxirigacha yodidan chiqarmaydi!"
2633,Negative,"Tarbiya kurmagan ifloslarni yuzi emas xattoki uy adresigacha yoritish kerak, vatan bilsin kelajak non kurlarini"
2634,Negative,Oyogʻini hammani oldida urib sindirish kerak
2635,Neutral,"Kari insonni farzadlari boks-dzyudo-vol
nыy borba ustasi degan umiddaman"
2636,Negative,Onasi mama roza bulsa kerak bularni
2637,Neutral,Bunakalarning basharasini koʻrsatish kerak. Xammasi shafqatsizlik ruhida tarbiyaning mahsuli
2638,Negative,Xaromilar oneng tugmiy ulsin iloxim karmagin keksali nimaligini bilmiy ulgin kuzimga yesh keldi ota onega ming lanat sandakka ittan tarkagan xaromini tukkan
2639,Negative,Chotini yirtvorish kerak otasiga kushib bu itti bolasini.
2640,Negative,Bu itlarni kattik jazolash kerak
2641,Neutral,Putini sindirilar
2642,Neutral,"Ularni yuzini kursatish kerak, yeshi katta insonga xurmat shumi? Yana kelajagimiz yeshlar kulida degan bir vaktda"
2643,Neutral,"Bular shu xayotda oʻzlari bomi yoʻqmi bilishmaydiyam, bular xali pampersda yurgan chaqaloqlar, ularni bashararasiga bir ikkita 45 razmerli soldatskiy etik bilan tepinglarda keyin qoʻyvoringlar, kechiringlar"
2644,Negative,Vay xaromila kim bu it emganla yuzini kursatiyla xamma bilsin kimligini
2645,Negative,Kutbachcha xarombachchalar
2646,Negative,Xayvon it
2647,Negative,P....masmi tik tokchimi boshkami u jinoyatchi po polnoy programme solish kerak
2648,Negative,Bu jirkanch bollani yuzuni berkitmela! Hayvonni bollari bula
2649,Negative,Urib uldirish kerak bu xaromini
2650,Negative,Tirranchalaye
2651,Neutral,"Yuzidagi bijir bijirni olib tashlanglar yoniga tarbiya bergan otasini, sportdan ta'lim bergan ustozini ham rasmini quyinglar, men adashib shu ustozga farzandimni berib quymayin."
2652,Negative,Iskirt
2653,Negative,Man uldirvorardim kimi balasi busayam
2654,Neutral,Bu narsa otasi yoklarga kattik alam kilarkan chidolmayapman agar uzbda bolsan borib sochip kelardim orkasini u kotbasharani
2655,Negative,Itvachchalar…..
2656,Neutral,Nimaga berkitasizlar bularni bashsharalarini xalk uzini kaxramonlarini bilishi kerak.
2657,Negative,Tarbiyanga laʼnat.....
2658,Neutral,2-3 yil utirib chiksa keyin tushunadi kariyalarga kul kutarish nimaligini
2659,Neutral,"Geroyni basharisini xalk kursin, ota onasini tepib kursatsin."
2660,Negative,Nega bunaqa cho'chqalarni yuzini bijir-bijir qilasizlar-a?? Ko'rsin hamma bunday betarbiyalarni o'zini ota-onasini tepsin tarbiya berolmaganligi uchun eshakmiya
2661,Neutral,Bulani ichini izish kerak
2662,Neutral,Betini yashirib ........ bormi
2663,Neutral,"Tolibondan oʻrganila xalqi yegʻib xammani oldida jazolidi, boshqalarga oʻrnak boʻlsin deb"
2664,Neutral,Bularni yuzini nimaga yashirasilar ota onasi Bilan birga sharmanda kilishtkerak
2665,Negative,"Bunday bollarga hayp bucha gaplar, oddiygina qilib padaringga lanat deyish k.k ..."
2666,Negative,Isqirtla
2667,Negative,"Odam soniga yaralgan essiz. Senlaram odamsanda. Bir joyga kirgizvorsangda
."
2668,Neutral,"OʻShA TEPKI YeGAN KIShIYaM, TUShUNMAY QOLGANDI NIMA BOʻLGANIGA... XOZIR OʻZIGA KELGANDIR... ADAShMASAM 53 Yo 54 YoShGA KIRGANDIR... JUDAYaM QARIMAS... OʻZIGA QOʻYIB BERSAYaM BOʻLARDIYu... QONUN... BOR... JAZOSINI BERISh KERAK... BERGANDAYaM BUTUN UMR ESIDAN ChIQMAYDIGAN BOʻLIShI ShART..."
2669,Neutral,Uyatsizlar
2670,Neutral,Manimcha sog odam bu ishni kilmaydi.
2671,Neutral,Yuzini jimir jimir qimasdan xammaga kursatish kerak
2672,Negative,Rasvo bola
2673,Negative,turqini korsatish kerak bu haromilarni.
2674,Negative,T.......r
2675,Negative,Valadi Zino deyishadi bunakalarni
2676,Negative,"Tvarlar oyogʻini sindirish kere itlarni, ota onasiga sharmanda tarbiya bergan"
2677,Negative,oyeging singsin tarbiya kurmagan
2678,Negative,Ota onasiga lanat tarbiya bergan
2679,Neutral,Samonxonaga xam yeta olmabdida palvon
2680,Neutral,Yuzini ko'rsatish kerak edi.
2681,Negative,Ifloslarni kursatsin xalk tanisin
2682,Neutral,Yer dumalok
2683,Negative,Bunaqa bollani oğziga beresh kere
2684,Negative,Haromini oyogʻini sindirish kerak!
2685,Neutral,"Xolat yuzasidaye urganiladigan narsa yuk,tartib tuzatish kalonnada uni joyi"
2686,Neutral,Sani ollox uradi xali
2687,Neutral,30 mln xalkni kargishi kiynab kuyadi bu bolachanm
2688,Negative,Be bissmiollxdan binoga kelgandirda padari lanat.
2689,Negative,Bunaka itvachchalarni kozikka utkazish kerak!!!
2690,Negative,Oziga berish kere
2691,Neutral,Tarbiyasi yukligi kurib turibdi.
2692,Neutral,"BUYuRAMAN :
1. Ushbu xolat jabrlanuvchi xayotiga suikasd deb topilsin.
2. Xoramini Toshkent xayvonot bogiga olib kelib, mashxur Zizuni oldiga oyok - kulini boglab uloktirilsin. Agarda ayik undan xazar kilsa, ikki oyogi tizzasidan kesib burilarga yedirilsin. Tamom.
3. Buyruk zudlik bilan ijro etilsin."
2693,Negative,Bu dunyo qaytar. Vaqt oʻtishi bilan bu yigitlar xam qaridi kelasi avlod buni xam basharasiga tepadi. Ollox bor
2694,Negative,"Man aytgan ishni kiliyla, kozikchaga bir utirib tursin, kaytib sakrayolmaydi."
2695,Negative,"Nima sabab yuzini kursatmayapsizla
r bu ilfloslarni???"
2696,Negative,Tarbiyaasizlar jazlsni beringlar
2697,Neutral,"Ha yuzini ochorish kerakda. Gunoh ish qilishga uyalmadiku, yuzini ochishga ham uyalmasin!!!"
2698,Neutral,Nimaga basharasini vijir vijir qoʻyadi biz ham bilaylik kim ekanligin
2699,Negative,Aytishadiyu bukachani kochishi somonxonagacha deb xayvon
2700,Negative,Ota Onasiga pozor shunaka tarbiya bergan bashara
2701,Negative,Valadazinoni yuzini ochish kerak! 
2702,Negative,"Yuzini nimaga berkitasizlar laʼnati itni ochingda toshparon kilinsin tozayam tarbiya yuk bulib ketayapti bu ota onaning gunoxi, maktabda ukituvchi biror narsa desa onalar chetda tursin dakang xurozdek otasi keladi xattoki ustozni urishgacha borishadi ana ushanakalarni xaromzodasi bu ALLOX saklasin agar mani farzandim bulganda edi gunoxga botsam xam parchalab tashlagan bular edim bu kanday jaxolat."
2703,Negative,Oq padar bugurlar
2704,Neutral,Bu bolalarni Taekvonda buyicha olimpiya chempioni Ulugʻbek ka topshirish kerak.....
2705,Negative,Umirbod qamoq yoki toshboron qilinishi zarur. Bu ishni qilgan odam umirbod ziyon yetkazadi jamiyatga.
2706,Negative,Padariga faqat lanat olib keladigan bolalar ekanda. Afsus
2707,Negative,Bularni pichish kerak.
2708,Negative,Barakalla. Butun millat onangni yod olib otangni yerga urdi. Barkalla itdan tarqagan.
2709,Negative,"NEGA YuZINI KURSATMAYSILAR.
BU ITLARNI."
2710,Neutral,Inson kiyofasidagi maxluk
2711,Negative,"Inson bolasi emas.Katta yeshli insonlarga yuziga karashga botinmaysiz buni kilgan ishi xech aklga sigmaydi.Padari
ngga lanat"
2712,Negative,Toza ifloslarni yuzini kursatinglar
2713,Negative,Tarbiyasiz bolalr ekan yuzini isminikursating
2714,Negative,Jazosiz kuymang boshkalargayam namuna bulsin kanday jazo olgani noinsof bolani.
2715,Negative,Kutlarni xamma kursin bijirni olib tashla
2716,Negative,Urod
2717,Neutral,"Bu tepgan bola 15 yoshda ekan. Maxalladoshini tepganiga karaganda, bu bola bekorga tepmagan, kanakadir alamini olish uchun tepgan. Bolakayni oklamokchi emasmanu, ammo biron sababi bulsa kerak."
2718,Neutral,"Agar bu choʻchqalarni ushlagan boʻlsa, ushlaganlarga tasanno deyman, baraka topishsin..."
2719,Negative,Oyogini chopib tashlansin!
2720,Negative,Kutiga chup tikinglar agar ushlangan bulsa usha pidirlar
2721,Negative,tarbiya bergan otanga ming ming lanat
2722,Negative,Maymunlar. Senlar xali usha yeshgaga yetasanmi yuk Allox biladi.
2723,Negative,Manqurtlar
2724,Neutral,Osha keksa odamni farzandlarini koliga tushibkolishsa bormiii 
2725,Neutral,"butun xalk tepsin shuni betiga, kolgan tik tokerchilariga sabok bularmidi deymanda"
2726,Negative,Tarbiyanga ming lanatlar bulsin. Xudo akl bersin senlarga xayvondan battarlar.
2727,Negative,"Endi mashxur buladi gazanda, iplosla"
2728,Neutral,Hurmatli melitsiya hodimlari aqlini toplab berilar buni erkakchasiga qaytib inson zotini korsa yerga qarab otsin
2729,Negative,"Xayvondan battar ekan,bu tarbiyasiz"
2730,Negative,Basharasini vijir vijir qilmasdan koʻrsatish kerak xalqqa bu befarosatlarni
2731,Neutral,Mankalar yuzini kursatish kerak edi
2732,Negative,Bu xaromidan bulganlarni nega xalka ochikib kursatmidi basharasini
2733,Negative,Buni yuzini ochib bir narsa kötiga tiqib videoga olib körsatish kerak
2734,Neutral,"OAVlariga murojat, antikaxramonlar
ni F.I.Sh. va boshka malumotlarni tulik yeritilar va rasmini tulik kursatilar.....
nimaga rivojlangan davlatlarda oshkora tulik aytiladi"
2735,Negative,Kutiga skish kerak
2736,Negative,Yuzini xammaga kursatish kerak bu axmoklarni
2737,Negative,"Iskirtla, tirnogini tegiga mix tikish kere bu itdan tarkaganni!"
2738,Negative,"Nega bu ikkita kovok kukkayib turibli, yuzini berkitsang kuyma siluet"
2739,Negative,Itvachani oyogini sindirish kerak
2740,Neutral,Ong. Oila. Mahalla. Atrof muhit.
2741,Neutral,Otasini tepibdimi u
2742,Negative,Axmok
2743,Negative,"Yashirishma eee kunchilar, kursat lanatilarni xalk bilsin valadi zinolarni"
2744,Negative,"Rasmini nega kursatmaysiz, xalk tanisin bilsin yenlarida kanaka maxluk yurganini.....ta
rbiya bergan ota onasiga gap yuk"
2745,Neutral,"Samarqandda keksa odamning yuziga tepib qochgan yigitning shaxsi maʼlum boʻldi———svinopo
dobnыy vek"
2746,Neutral,"Komentlarni oʻqib koʻrdim. Hamma faqat jazolash kerak deb yozibdi. 14 yoshli bola ekan. Tarbiya berilishdan toʻsilgan avlod. Bechoralar nima qilsin. Jazolash emas, tarbiya qilish kerak..."
2747,Negative,Laʼnat va Olloxga kifoya qildim.
2748,Negative,Oʻsha kaltak yegan odamni oʻgʻillari ham mana bu ikkala itvachchalarni koʻz oʻngida ularniyam otasini yuziga tepishi kerak...
2749,Negative,Manimcha bu hayvon bolasi boʻlsa kerak chunki ularda miya yoʻqku
2750,Negative,"Ifloslarni kamash kerak, xalk kursin."
2751,Negative,Kutini yirtish kerak
2752,Negative,"Besagon uzidan kottalani xurmat kilishshi urgatishmaganaka
nde . Gad kibtashash kere"
2753,Negative,Kameraga olib kirib sikish kere bu kutlani
2754,Neutral,"Xurmatli insonlar xammangiz musilmonsiz xamma farzand bokyapsiz Kim bolam yemon bulsin menga lanat olib kelsin deydi xamma umid Bilan farzandi ortidan yaxshi gap eshtgisi keladi sizlardan Iltimos Ota onasi kargamang eng yemon suz padarnga lanat suzi yetti avlodiga yetadi Uni urniga bolani uzini suking
Axmok bola ekan esi kirsin usha tepgan odam bollariga insof bersin bu bolani urib uldirib kuymasa buldi
Yuzini yashiribdi deyapsizlar buni yuzini berktmasa galamislar bor bolani urib uldirib Yana usha odami bolari kasd olibdi deb igvo tarkatadi
Amam nevarasini mashina urib ketgandea ulib kolgan xamma bola Bilan ovora asli bolada bulgan yulga chikib ketgan boshka odamlar kayf kelib shoferni urib uldirib kuyishgan keyin gap tarkanan amamni 7ta ugli bulgan ugillari urib uldirib Di deb Rossa taraf taraf urish bulib ketgan Oxiri Kim kilgani topilgan
Sizlardan Iltimos Ota onasi kargamanglar Allox xisob berguvchi"
2755,Neutral,30 yil masjidlardan bolalarni xaydadik. Ushani mevalari endi pishvotti
2756,Neutral,Vaqti kelib qaytar dunyo deydi xuddi shu kuyga oʻzi tushadi
2757,Neutral,Nimaga yashiradii
2758,Neutral,Kaytar dunyo otasidan kaytsin
2759,Negative,Yuzini korsat xalq bilsin tanisin bunaqa odobsiz betarbiya iploslarni .
2760,Negative,"Yuzini ochib, kimligini ochiqlash kerak. Norasmiy qurʼon oʻqitganlarni sazoyi qilyapsanlarku?!"
2761,Negative,kuchukbachcha
2762,Negative,"Bu sutaklarni nega turkini berkitib kuyishgan,oshkora
kursatishmaydimi
,boshkalargayam ibrat bularmidi"
2763,Negative,Bir metrlik armaturani bir tomonini kizdirib kizdirilmagan tomonini orkasiga tikish kerak
2764,Negative,"umrbod kamokka yuborish kerak,otasini xurmat kilmaydiganlarn
i,uzlarini tepishadi keyn yaxshilab turmaxonada bunakalarni"
2765,Neutral,"Kaytar duneo,uziga kaytadi."
2766,Negative,Yuzini ochib kursatish kerak bu ongi zaxarlangan zombilarni. Sani xam kariganingda shunday kilishadi.
2767,Neutral,"Sport maktablariga psixologiya testdan utkazib qabul qilish kerak, tugri kelgan miyasizni qabul qilib mashq qildirish oqibati shu!"
2768,Negative,Allohdi lanati bulsin
2769,Negative,"Nega Endi yuzini yepishgan ? Noxaklik bu . Ochsun ,kuraylik basharasini . Ona otasi pul topish Bilan ovora buni......"
2770,Negative,otaxonni ugillariga kuyib berish kerak rossa urish kerak bu iflosni
2771,Negative,Bu. yarmi toʻshakka oqib ketganlarni yuzini koʻrsatmabtida.
2772,Negative,"BU IFLOSNI YuZINI OChIB KURSATING
XALK KURSIN ."
2773,Negative,Bu itni yuzini nimaga yashirgan xalk yaxshi tonib olsin
2774,Negative,Shundo usha oyogin i kesib tashash kerek to umrini oxirigacha shu jazo bn utsin
2775,Neutral,"Oʻlim jazosini qayta tiklash kerak demokratiya bizga emas, bularni tarbiyalab Boʻlmaydi. Faqat qattiqqoʻllik kerak."
2776,Negative,Ota onagni xam kursatsin san itlar ota onag xam yuzini yerga karting tarbiyanga kutagimlar
2777,Negative,NIMAGA BU FOXIShANI BOLASINI YuZINI BERKITASILA????
2778,Negative,Kamash kerak bu xaromilarni
2779,Negative,Dubinkalash kere bez maslo
2780,Neutral,Tarbiya bergan ota onasini jarima kilish kerak !!!
2781,Negative,Padaringga lanad degiz keladiyu otada nima ayb bola yosh k....k bosh bulsa ee kallangga k.....k chumo
2782,Neutral,Bu kayerdan chikdi K. T degan narsalar topibsizlar ismi sharifi bormi uzi. Usha kuni ulgan odamni P. S yozibdi kachon bunday odam bulasizlar M. X. lar
2783,Neutral,Jabrlanuvchidan xam súrash kerak bu bolaga kanday jazo berilishini
2784,Neutral,Millati tojikmikan
2785,Neutral,Jabrlanuvchiga katta miqdorda tovon puli undirib berish kerak
2786,Negative,Ota onasiga ming laʼnatlar yegildi.
2787,Negative,Nega yuzini ochip chikormadela xamma kursin edi bu tarbiyasizni .
2788,Negative,Oyoging sinsin tentak
2789,Neutral,Iloyim saniyam boshiyda shunaxa kunlar bor
2790,Negative,"Shu borishlari bulsa ,albatta buyuk...jinoyatchi
bulib yetishishlari anik edi...yaxshiyam uzlarini uzlari tutib berishdi"
2791,Neutral,"Astagfirllax, allox insof bersin bunday farzandlarga"
